ORDRE;FAMILLE;CD_NOM;LB_NOM;NOM_VERN
Passeriformes;Hirundinidae;441674;Atticora melanoleuca;Hirondelle des torrents 
Passeriformes;Hirundinidae;782625;Hirundo melanoleuca;Hirondelle des torrents 
Passeriformes;Hirundinidae;528770;Pygochelidon melanoleuca;Hirondelle des torrents 
Passeriformes;Hirundinidae;534702;Riparia paludicola;
Passeriformes;Hirundinidae;3690;Hirundo riparia;Hirondelle de rivage
Passeriformes;Hirundinidae;3688;Riparia riparia;Hirondelle de rivage
Passeriformes;Hirundinidae;442374;Stelgidopteryx ruficollis;Hirondelle à gorge rousse 
Passeriformes;Hirundinidae;442375;Stelgidopteryx serripennis;Hirondelle à ailes hérissées
Passeriformes;Hirundinidae;442402;Tachycineta albiventer;Hirondelle à ailes blanches
Passeriformes;Hirundinidae;199451;Tachycineta bicolor;Hirondelle bicolore
Passeriformes;Icteridae;441621;Agelaius phoeniceus;Carouge à épaulettes
Passeriformes;Icteridae;441619;Agelaius cyanopus;Carouge unicolore
Passeriformes;Icteridae;782534;Agelasticus cyanopus;Carouge unicolore
Passeriformes;Icteridae;782535;Chrysomus cyanopus;Carouge unicolore
Passeriformes;Icteridae;441706;Cacicus cela;Cassique cul-jaune 
Passeriformes;Icteridae;441707;Cacicus haemorrhous;Cassique cul-rouge 
Passeriformes;Icteridae;441620;Agelaius icterocephalus;Carouge à capuchon
Passeriformes;Icteridae;459470;Chrysomus icterocephalus;Carouge à capuchon
Passeriformes;Icteridae;441622;Agelaius ruficapillus;Carouge à calotte rousse
Passeriformes;Icteridae;459471;Chrysomus ruficapillus;Carouge à calotte rousse
Passeriformes;Icteridae;4694;Dolichonyx oryzivorus;Goglu des prés, Bobolink
Passeriformes;Icteridae;441907;Euphagus carolinus;Quiscale rouilleux, Mainate rouilleux
Passeriformes;Icteridae;441961;Gymnomystax mexicanus;
Passeriformes;Icteridae;442005;Icteria virens;
Passeriformes;Icteridae;846713;Turdus virens;
Passeriformes;Icteridae;418799;Icterus bonana;Oriole de Martinique, Carouge
Passeriformes;Icteridae;442006;Icterus cayanensis;Oriole à épaulettes 
Passeriformes;Icteridae;828999;Oriolus cayanensis;Oriole à épaulettes 
Passeriformes;Icteridae;829200;Icterus cayanensis cayanensis;
Passeriformes;Icteridae;829000;Icterus cayanensis chrysocephalus;
Passeriformes;Icteridae;442007;Icterus chrysocephalus;
Passeriformes;Icteridae;829201;Oriolus chrysocephalus;
Passeriformes;Icteridae;846591;Coracias galbula;Oriole de Baltimore
Passeriformes;Icteridae;199554;Icterus galbula;Oriole de Baltimore
Passeriformes;Icteridae;442008;Icterus nigrogularis;Oriole jaune 
Passeriformes;Icteridae;442009;Icterus spurius;Oriole des vergers
Passeriformes;Icteridae;199551;Molothrus ater;Vacher à tête brune
Passeriformes;Icteridae;442082;Molothrus bonariensis;Vacher luisant
Passeriformes;Icteridae;829001;Tanagra bonariensis;Vacher luisant
Passeriformes;Icteridae;829002;Molothrus bonariensis minimus;
Passeriformes;Icteridae;459498;Molothrus oryzivorus;Vacher géant
Passeriformes;Icteridae;782574;Oriolus oryzivorus;Vacher géant
Passeriformes;Icteridae;442339;Scaphidura oryzivora;Vacher géant
Passeriformes;Icteridae;442278;Psarocolius decumanus;Cassique huppé 
Passeriformes;Icteridae;442279;Psarocolius viridis;Cassique vert 
Passeriformes;Icteridae;442307;Quiscalus lugubris;Quiscale merle, Merle François, Crédit, Cancangnan
Passeriformes;Icteridae;813821;Quiscalus guadeloupensis;Quiscale merle (guadeloupensis)
Passeriformes;Icteridae;813820;Quiscalus lugubris guadeloupensis;Quiscale merle (guadeloupensis)
Passeriformes;Icteridae;813822;Quiscalus lugubris lugubris;Quiscale merle
Passeriformes;Icteridae;846594;Gracula quiscula;Quiscale bronzé, Mainate bronzé
Passeriformes;Icteridae;199552;Quiscalus quiscula;Quiscale bronzé, Mainate bronzé
Passeriformes;Icteridae;846685;Alauda magna;Sturnelle des prés 
Passeriformes;Icteridae;442391;Sturnella magna;Sturnelle des prés 
Passeriformes;Icteridae;442028;Leistes militaris;Sturnelle militaire
Passeriformes;Icteridae;459530;Sturnella militaris;Sturnelle militaire
Passeriformes;Icteridae;782634;Sturnus militaris;Sturnelle militaire
Passeriformes;Icteridae;2394;Xanthocephalus xanthocephalus;Carouge à tête jaune
Passeriformes;Laniidae;3809;Lanius collurio collurio;Pie-grièche écorcheur
Passeriformes;Laniidae;3807;Lanius collurio;Pie-grièche écorcheur
Passeriformes;Laniidae;199406;Lanius cristatus;Pie-grièche brune
Passeriformes;Laniidae;2386;Lamira excubitor;Pie-grièche grise
Passeriformes;Laniidae;3816;Lanius excubitor excubitor;Pie-grièche grise
Passeriformes;Laniidae;4457;Lanius excubitor galliae;Pie-grièche grise
Passeriformes;Laniidae;4458;Lanius excubitor homereyi;Pie-grièche grise
Passeriformes;Laniidae;3814;Lanius excubitor;Pie-grièche grise
Passeriformes;Laniidae;3810;Lanius collurio isabellinus;
Passeriformes;Laniidae;459630;Lanius isabellinus;
Passeriformes;Laniidae;4459;Lanius excubitor meridionalis;Pie-grièche méridionale
Passeriformes;Laniidae;199409;Lanius meridionalis;Pie-grièche méridionale
Passeriformes;Laniidae;3811;Lanius minor;Pie-grièche à poitrine rose
Passeriformes;Laniidae;3813;Lanius nubicus;Pie-grièche masquée
Passeriformes;Laniidae;199407;Lanius phoenicuroides;Pie-grièche du Turkestan
Passeriformes;Laniidae;4460;Lanius senator;Pie-grièche à tête rousse
Passeriformes;Laniidae;4463;Lanius senator badius;
Passeriformes;Laniidae;4462;Lanius senator senator;
Passeriformes;Leiothrichidae;444425;Leiothrix lutea;Léiothrix jaune, Rossignol du Japon
Passeriformes;Locustellidae;4161;Locustella certhiola;Locustelle de Pallas
Passeriformes;Locustellidae;4163;Motacilla certhiola;Locustelle de Pallas
Passeriformes;Locustellidae;4177;Acrocephalus fascioleatus;Locustelle fasciée
Passeriformes;Locustellidae;4175;Locustella fasciolata;Locustelle fasciée
Passeriformes;Locustellidae;4170;Locustella fluviatilis;Locustelle fluviatile
Passeriformes;Locustellidae;4171;Sylvia fluviatilis;Locustelle fluviatile
Passeriformes;Locustellidae;4164;Locustella lancelota;Locustelle lancéolée
Passeriformes;Locustellidae;199458;Locustella lanceolata;Locustelle lancéolée
Passeriformes;Locustellidae;4166;Sylvia lancolata;Locustelle lancéolée
Passeriformes;Locustellidae;4172;Locustella luscinioides;Locustelle luscinioïde
Passeriformes;Locustellidae;4174;Sylvia luscinioides;Locustelle luscinioïde
Passeriformes;Locustellidae;4167;Locustella naevia;Locustelle tachetée
Passeriformes;Locustellidae;4169;Motacilla naevia;Locustelle tachetée
Passeriformes;Locustellidae;442058;Megalurulus mariei;Mégalure calédonienne, Fauvette calédonienne
Passeriformes;Meliphagidae;441930;Foulehaio carunculata;Méliphage foulehaio
Passeriformes;Meliphagidae;459484;Foulehaio carunculatus;Méliphage foulehaio
Passeriformes;Meliphagidae;520971;Glycifohia undulata;Méliphage barré, Grive perlée
Passeriformes;Meliphagidae;442217;Phylidonyris undulata;Méliphage barré, Grive perlée
Passeriformes;Meliphagidae;459511;Phylidonyris undulatus;Méliphage barré, Grive perlée
Passeriformes;Meliphagidae;441962;Gymnomyza aubryana;Méliphage toulou, Méliphage noir
Passeriformes;Meliphagidae;442037;Lichmera incana;
Passeriformes;Meliphagidae;520942;Lichmera incana incana;Méliphage à oreillons gris
Passeriformes;Meliphagidae;442124;Myzomela caledonica;Myzomèle calédonien
Passeriformes;Meliphagidae;442125;Myzomela cardinalis;
Passeriformes;Meliphagidae;520943;Myzomela cardinalis lifuensis;Myzomèle cardinal, Sucrier cardinal, Colibri
Passeriformes;Meliphagidae;442209;Philemon diemenensis;Polochion moine, Polochon moine, Grive moine
Passeriformes;Mimidae;533083;Allenia fusca;Moqueur grivotte
Passeriformes;Mimidae;442054;Margarops fuscus;Moqueur grivotte
Passeriformes;Mimidae;813826;Muscicapa fusca;Moqueur grivotte
Passeriformes;Mimidae;441773;Cinclocerthia gutturalis;Trembleur gris
Passeriformes;Mimidae;441774;Cinclocerthia ruficauda;Moqueur trembleur, Trembleur brun, Cocobino
Passeriformes;Mimidae;3973;Dumetella carolinensis;Moqueur chat
Passeriformes;Mimidae;3975;Musicapa caroliniensis;Moqueur chat
Passeriformes;Mimidae;442053;Margarops fuscatus;Moqueur corossol
Passeriformes;Mimidae;813815;Turdus fuscatus;Moqueur corossol
Passeriformes;Mimidae;442078;Mimus gilvus;Moqueur des savanes, Grive des savanes, Moquia
Passeriformes;Mimidae;442079;Mimus polyglottos;Moqueur polyglotte
Passeriformes;Mimidae;846708;Turdus polyglottos;Moqueur polyglotte
Passeriformes;Mimidae;442316;Ramphocinclus brachyurus;Moqueur gorge blanche
Passeriformes;Mimidae;442468;Toxostoma rufum;Moqueur roux
Passeriformes;Mimidae;846707;Turdus rufus;Moqueur roux
Passeriformes;Mitrospingidae;442019;Lamprospiza melanoleuca;Tangara noir et blanc 
Passeriformes;Monarchidae;441778;Clytorhynchus pachycephaloides;
Passeriformes;Monarchidae;520953;Clytorhynchus pachycephaloides pachycephaloides;Monarque brun
Passeriformes;Monarchidae;441779;Clytorhynchus vitiensis;
Passeriformes;Monarchidae;784906;Clytorhynchus vitiensis fortunae;
Passeriformes;Monarchidae;442090;Myiagra caledonica;
Passeriformes;Monarchidae;520954;Myiagra caledonica caledonica;Monarque mélanésien, Gobe-mouches à large bec
Passeriformes;Monarchidae;520955;Myiagra caledonica melanura;Gobe-mouche de Maré
Passeriformes;Monarchidae;520956;Myiagra caledonica viridinitens;Gobe-mouche de Lifou
Passeriformes;Monarchidae;440190;Pomarea fluxa;
Passeriformes;Monarchidae;418877;Pomarea iphis fluxa;
Passeriformes;Monarchidae;418876;Pomarea iphis;
Passeriformes;Monarchidae;418878;Pomarea iphis iphis;
Passeriformes;Monarchidae;418879;Pomarea mendozae;
Passeriformes;Monarchidae;418880;Pomarea mendozae mendozae;
Passeriformes;Monarchidae;418881;Pomarea mendozae motanensis;
Passeriformes;Monarchidae;418882;Pomarea mendozae mira;
Passeriformes;Monarchidae;440191;Pomarea mira;
Passeriformes;Monarchidae;418875;Pomarea nigra;
Passeriformes;Monarchidae;418883;Pomarea mendozae nukuhivae;
Passeriformes;Monarchidae;440192;Pomarea nukuhivae;
Passeriformes;Monarchidae;418874;Pomarea pomarea;
Passeriformes;Monarchidae;418884;Pomarea whitneyi;
Passeriformes;Monarchidae;838093;Muscicapa bourbonnensis;Gobe-mouches de Paradis, Tersiphone de Bourbon, Oiseau la vierge, Chakouat
Passeriformes;Monarchidae;714619;Terpsiphone bourbonnensis bourbonnensis;Gobe-mouches de Paradis, Tersiphone de Bourbon, Oiseau la vierge, Chakouat
Passeriformes;Monarchidae;442419;Terpsiphone bourbonnensis;Gobe-mouches de Paradis, Tersiphone de Bourbon, Oiseau la vierge, Chakouat
Passeriformes;Monarchidae;440198;Terpsiphone mutata;Moucherolle
Passeriformes;Monarchidae;418747;Terpsiphone mutata pretiosa;Tchitrec malgache
Passeriformes;Motacillidae;3715;Alauda campestris;Pipit rousseline
Passeriformes;Motacillidae;3713;Anthus campestris;Pipit rousseline
Passeriformes;Motacillidae;3729;Anthus cervinus;Pipit à gorge rousse
Passeriformes;Motacillidae;3731;Anthus rufogularis;Pipit à gorge rousse
Passeriformes;Motacillidae;3732;Motacilla cervina;Pipit à gorge rousse
Passeriformes;Motacillidae;199489;Anthus godlewskii;Pipit de Godlewski
Passeriformes;Motacillidae;3738;Anthus gustavi;Pipit de la Petchora
Passeriformes;Motacillidae;3736;Anthus hodgsoni;Pipit à dos olive
Passeriformes;Motacillidae;441645;Anthus lutescens;Pipit jaunâtre 
Passeriformes;Motacillidae;3716;Anthus petrosus;Pipit maritime
Passeriformes;Motacillidae;3719;Anthus petrosus littoralis;
Passeriformes;Motacillidae;3721;Anthus petrosus petrosus;
Passeriformes;Motacillidae;3718;Anthus spinoletta petrosus;
Passeriformes;Motacillidae;3728;Alauda pratensis;Pipit farlouse
Passeriformes;Motacillidae;3726;Anthus pratensis;Pipit farlouse
Passeriformes;Motacillidae;3712;Alauda novaeseelandiae;Pipit de Richard
Passeriformes;Motacillidae;3710;Anthus novaeseelandiae;Pipit de Richard
Passeriformes;Motacillidae;3709;Anthus richardi;Pipit de Richard
Passeriformes;Motacillidae;199492;Anthus rubescens;Pipit farlousane
Passeriformes;Motacillidae;3735;Alauda spinoletta;Pipit spioncelle
Passeriformes;Motacillidae;3733;Anthus spinoletta;Pipit spioncelle
Passeriformes;Motacillidae;162665;Anthus spinoletta spinoletta;Pipit spioncelle
Passeriformes;Motacillidae;3725;Alauda trivialis;Pipit des arbres
Passeriformes;Motacillidae;3723;Anthus trivialis;Pipit des arbres
Passeriformes;Motacillidae;3941;Motacilla alba;Bergeronnette grise
Passeriformes;Motacillidae;3947;Motacilla yarelli;Bergeronnette grise
Passeriformes;Motacillidae;3943;Motacilla alba alba;Bergeronnette grise
Passeriformes;Motacillidae;796240;Motacilla alba subpersonata;
Passeriformes;Motacillidae;3945;Motacilla alba yarrellii;Bergeronnette de Yarrell
Passeriformes;Motacillidae;3757;Motacilla caspica;Bergeronnette des ruisseaux
Passeriformes;Motacillidae;3758;Motacilla caspica grisea;Bergeronnette des ruisseaux
Passeriformes;Motacillidae;3940;Motacilla cinerea cinerea;Bergeronnette des ruisseaux
Passeriformes;Motacillidae;3755;Motacilla cinerea;Bergeronnette des ruisseaux
Passeriformes;Motacillidae;3950;Budytes citreolus;Bergeronnette citrine
Passeriformes;Motacillidae;3948;Motacilla citreola;Bergeronnette citrine
Passeriformes;Motacillidae;3752;Motacilla flava feldegg;
Passeriformes;Motacillidae;3743;Budytes flavus;Bergeronnette printanière
Passeriformes;Motacillidae;3741;Motacilla flava;Bergeronnette printanière
Passeriformes;Motacillidae;3749;Motacilla flava rayi;Bergeronnette printanière
Passeriformes;Motacillidae;4642;Motacilla flavissima;Bergeronnette printanière
Passeriformes;Motacillidae;3754;Motacilla flava beema;
Passeriformes;Motacillidae;3748;Motacilla flava cinereocapilla;
Passeriformes;Motacillidae;3744;Motacilla flava flava;
Passeriformes;Motacillidae;3745;Motacilla flava flavissima;
Passeriformes;Motacillidae;3747;Motacilla flava iberiae;
Passeriformes;Motacillidae;3751;Motacilla flava thunbergi;
Passeriformes;Motacillidae;442087;Motacilla lugens;
Passeriformes;Muscicapidae;3998;Agrobates galactotes;Agrobate roux
Passeriformes;Muscicapidae;3996;Cercotrichas galactotes;Agrobate roux
Passeriformes;Muscicapidae;162677;Erythropygia galactotes;Agrobate roux
Passeriformes;Muscicapidae;3999;Sylvia galactotes;Agrobate roux
Passeriformes;Muscicapidae;4004;Erithacus rubecula armoricanus;Rougegorge familier
Passeriformes;Muscicapidae;4001;Erithacus rubecula;Rougegorge familier
Passeriformes;Muscicapidae;4005;Erithacus rubecula melophilus;Rougegorge familier
Passeriformes;Muscicapidae;4006;Erithacus rubecula rubecula;Rougegorge familier
Passeriformes;Muscicapidae;4007;Erithacus rubecula sardus;Rougegorge familier
Passeriformes;Muscicapidae;4008;Erithacus rubecula witherbyi;Rougegorge familier
Passeriformes;Muscicapidae;4003;Motacilla rubecula;Rougegorge familier
Passeriformes;Muscicapidae;4327;Ficedula albicollis;Gobemouche à collier
Passeriformes;Muscicapidae;4329;Muscicapa albicollis;Gobemouche à collier
Passeriformes;Muscicapidae;4330;Ficedula hypoleuca;Gobemouche noir
Passeriformes;Muscicapidae;4104;Muscicapa hypoleuca;Gobemouche noir
Passeriformes;Muscicapidae;4324;Ficedula parva;Gobemouche nain, Gobemouche rougeâtre
Passeriformes;Muscicapidae;4326;Muscicapa parva;Gobemouche nain, Gobemouche rougeâtre
Passeriformes;Muscicapidae;4334;Ficedula semitorquata;Gobemouche à semi collier, Gobe-mouche à demi-collier
Passeriformes;Muscicapidae;4011;Erithacus luscinia;Rossignol progné
Passeriformes;Muscicapidae;4010;Luscinia luscinia;Rossignol progné
Passeriformes;Muscicapidae;4012;Motacilla luscinia;Rossignol progné
Passeriformes;Muscicapidae;4015;Erithacus megarhynchos;Rossignol philomèle
Passeriformes;Muscicapidae;4013;Luscinia megarhynchos;Rossignol philomèle
Passeriformes;Muscicapidae;4017;Luscinia megarhynchos corsa;Rossignol philomèle
Passeriformes;Muscicapidae;4016;Luscinia megarhynchos megarhynchos;Rossignol philomèle
Passeriformes;Muscicapidae;4023;Luscinia svecica;Gorgebleue à miroir
Passeriformes;Muscicapidae;4025;Motacilla svecica;Gorgebleue à miroir
Passeriformes;Muscicapidae;4027;Luscinia svecica cyanecula;
Passeriformes;Muscicapidae;4028;Luscinia svecica namnetum;
Passeriformes;Muscicapidae;4026;Luscinia svecica svecica;
Passeriformes;Muscicapidae;4084;Monticola saxatilis;Monticole de roche, Merle de roche
Passeriformes;Muscicapidae;4086;Turdus saxatilis;Monticole de roche, Merle de roche
Passeriformes;Muscicapidae;4087;Monticola solitarius;Monticole bleu, Merle bleu
Passeriformes;Muscicapidae;4089;Turdus solitarius;Monticole bleu, Merle bleu
Passeriformes;Muscicapidae;782543;Motacilla striata;Gobemouche gris
Passeriformes;Muscicapidae;4319;Muscicapa striata;Gobemouche gris
Passeriformes;Muscicapidae;4321;Muscicapa striata striata;Gobemouche gris
Passeriformes;Muscicapidae;4322;Muscicapa striata tyrrhenica;Gobemouche méditerranéen
Passeriformes;Muscicapidae;847121;Muscicapa tyrrhenica;Gobemouche méditerranéen
Passeriformes;Muscicapidae;199428;Oenanthe deserti;Traquet du désert
Passeriformes;Muscicapidae;4077;Oenanthe desertii;Traquet du désert
Passeriformes;Muscicapidae;4079;Saxicola deserti;Traquet du désert
Passeriformes;Muscicapidae;4076;Motacilla hispanica;Traquet oreillard
Passeriformes;Muscicapidae;4074;Oenanthe hispanica;Traquet oreillard
Passeriformes;Muscicapidae;4062;Oenanthe isabellina;Traquet isabelle
Passeriformes;Muscicapidae;199432;Oenanthe leucopyga;Traquet à tête blanche
Passeriformes;Muscicapidae;816970;Vitiflora leucopyga;Traquet à tête blanche
Passeriformes;Muscicapidae;4080;Oenanthe leucura;Traquet rieur
Passeriformes;Muscicapidae;4082;Turdus leucurus;Traquet rieur
Passeriformes;Muscicapidae;4066;Motacilla oeanthe;Traquet motteux
Passeriformes;Muscicapidae;4064;Oenanthe oenanthe;Traquet motteux
Passeriformes;Muscicapidae;4069;Oenanthe oenanthe schiöleri;Traquet motteux
Passeriformes;Muscicapidae;4068;Oenanthe oenanthe leucorhoa;
Passeriformes;Muscicapidae;4067;Oenanthe oenanthe oenanthe;
Passeriformes;Muscicapidae;4073;Motacilla pleschanka;Traquet pie
Passeriformes;Muscicapidae;4072;Oenanthe leucomela;Traquet pie
Passeriformes;Muscicapidae;4070;Oenanthe pleschanka;Traquet pie
Passeriformes;Muscicapidae;199429;Oenanthe xanthoprymna;Traquet kurde, Traquet à queue rousse, Traquet de Perse
Passeriformes;Muscicapidae;837227;Saxicola xanthoprymna;Traquet kurde, Traquet à queue rousse, Traquet de Perse
Passeriformes;Muscicapidae;886226;Erythacus moussieri;Rougequeue de Moussier
Passeriformes;Muscicapidae;4043;Phoenicurus moussieri;Rougequeue de Moussier
Passeriformes;Muscicapidae;4037;Motacilla ochruros;Rougequeue noir
Passeriformes;Muscicapidae;4038;Phoenicurus ochruros gibraltariensis;Rougequeue noir
Passeriformes;Muscicapidae;4039;Phoenicurus ochruros ochruros;Rougequeue noir
Passeriformes;Muscicapidae;4035;Phoenicurus ochruros;Rougequeue noir
Passeriformes;Muscicapidae;4042;Motacilla phoenicurus;Rougequeue à front blanc
Passeriformes;Muscicapidae;4040;Phoenicurus phoenicurus;Rougequeue à front blanc
Passeriformes;Muscicapidae;4059;Saxicola maura;Tarier oriental
Passeriformes;Muscicapidae;836856;Saxicola maurus;Tarier oriental
Passeriformes;Muscicapidae;458695;Saxicola torquata maura;Tarier oriental
Passeriformes;Muscicapidae;599963;Saxicola torquatus maurus;Tarier oriental
Passeriformes;Muscicapidae;4051;Motacilla rubetra;Traquet tarier, Tarier des prés
Passeriformes;Muscicapidae;4049;Saxicola rubetra;Traquet tarier, Tarier des prés
Passeriformes;Muscicapidae;782303;Motacilla rubicola;Tarier pâtre
Passeriformes;Muscicapidae;199425;Saxicola rubicola;Tarier pâtre
Passeriformes;Muscicapidae;4053;Saxicola torquata;Tarier pâtre
Passeriformes;Muscicapidae;4057;Saxicola torquata rubicola;Tarier pâtre
Passeriformes;Muscicapidae;459524;Saxicola torquatus;Tarier pâtre
Passeriformes;Muscicapidae;782304;Saxicola torquatus rubicola;Tarier pâtre
Passeriformes;Muscicapidae;432586;Saxicola tectes;Traquet de la Réunion, Tarier de la Réunion
Passeriformes;Muscicapidae;4032;Erithacus cyanurus;Robin à flancs roux, Rossignol à flancs roux
Passeriformes;Muscicapidae;4033;Motacilla cyanurus;Robin à flancs roux, Rossignol à flancs roux
Passeriformes;Muscicapidae;4030;Tarsiger cyanurus;Robin à flancs roux, Rossignol à flancs roux
Passeriformes;Nectariniidae;885512;Cinnyris coquerellii;Souimanga de Mayotte
Passeriformes;Nectariniidae;418752;Nectarinia coquerellii;Souimanga de Mayotte
Passeriformes;Onychorhynchidae;442098;Myiobius barbatus;Moucherolle barbichon 
Passeriformes;Onychorhynchidae;442154;Onychorhynchus coronatus;Porte-éventail roi, Moucherolle royal
Passeriformes;Oriolidae;846582;Coracias oriolus;Loriot d'Europe, Loriot jaune
Passeriformes;Oriolidae;3803;Oriolus oriolus;Loriot d'Europe, Loriot jaune
Passeriformes;Oxyruncidae;442167;Oxyruncus cristatus;Oxyrhynque huppé 
Passeriformes;Oxyruncidae;828881;Oxyrhamphus hypoglaucus;
Passeriformes;Oxyruncidae;828880;Oxyruncus cristatus hypoglaucus;
Passeriformes;Pachycephalidae;442168;Pachycephala caledonica;Siffleur calédonien
Passeriformes;Pachycephalidae;521594;Pachycephala caledonica caledonica;
Passeriformes;Pachycephalidae;521595;Pachycephala caledonica littayei;Siffleur doré
Passeriformes;Pachycephalidae;520963;Pachycephala pectoralis littayei;Siffleur doré
Passeriformes;Pachycephalidae;442169;Pachycephala rufiventris;
Passeriformes;Pachycephalidae;520946;Pachycephala rufiventris xanthetraea;Siffleur itchong
Passeriformes;Panuridae;4338;Panurus biarmicus;Panure à moustaches, Mésange à moustaches
Passeriformes;Paridae;534742;Cyanistes caeruleus;Mésange bleue
Passeriformes;Paridae;3762;Parus caeruleus caeruleus;Mésange bleue
Passeriformes;Paridae;3760;Parus caeruleus;Mésange bleue
Passeriformes;Paridae;3763;Parus caeruleus touraudericus;Mésange bleue
Passeriformes;Paridae;534743;Cyanistes cyanus;Mésange azurée
Passeriformes;Paridae;3768;Parus cyanus;Mésange azurée
Passeriformes;Paridae;534750;Lophophanes cristatus;Mésange huppée
Passeriformes;Paridae;4365;Parus cristatus abadiei;Mésange huppée
Passeriformes;Paridae;4364;Parus cristatus brunnescens;Mésange huppée
Passeriformes;Paridae;4363;Parus cristatus cristatus;Mésange huppée
Passeriformes;Paridae;4366;Parus cristatus heimi;Mésange huppée
Passeriformes;Paridae;4361;Parus cristatus;Mésange huppée
Passeriformes;Paridae;3767;Parus major corsus;Mésange charbonnière
Passeriformes;Paridae;3764;Parus major;Mésange charbonnière
Passeriformes;Paridae;3766;Parus major major;Mésange charbonnière
Passeriformes;Paridae;4370;Parus ater abietum;Mésange noire
Passeriformes;Paridae;4369;Parus ater ater;Mésange noire
Passeriformes;Paridae;4367;Parus ater;Mésange noire
Passeriformes;Paridae;3759;Parus ater sardus;Mésange noire
Passeriformes;Paridae;534751;Periparus ater;Mésange noire
Passeriformes;Paridae;459502;Parus atricapillus;Mésange boréale, Mésange à tête noire
Passeriformes;Paridae;442252;Poecile atricapillus;Mésange boréale, Mésange à tête noire
Passeriformes;Paridae;645513;Parus hudsonicus;Mésange à tête brune
Passeriformes;Paridae;442253;Poecile hudsonicus;Mésange à tête brune
Passeriformes;Paridae;4355;Parus montanus;Mésange boréale
Passeriformes;Paridae;534752;Poecile montanus;Mésange boréale
Passeriformes;Paridae;4357;Parus montanus montanus;Mésange alpestre
Passeriformes;Paridae;886211;Poecile montanus montanus;Mésange alpestre
Passeriformes;Paridae;4359;Parus montanus rhenanus;
Passeriformes;Paridae;886213;Parus rhenanus;
Passeriformes;Paridae;886212;Poecile montanus rhenanus;
Passeriformes;Paridae;4354;Parus palustris darti;Mésange nonnette
Passeriformes;Paridae;4351;Parus palustris;Mésange nonnette
Passeriformes;Paridae;4353;Parus palustris longirostris;Mésange nonnette
Passeriformes;Paridae;534753;Poecile palustris;Mésange nonnette
Passeriformes;Parulidae;627682;Cardellina canadensis;Paruline du Canada
Passeriformes;Parulidae;844659;Muscicapa canadensis;Paruline du Canada
Passeriformes;Parulidae;199550;Wilsonia canadensis;Paruline du Canada
Passeriformes;Parulidae;627771;Cardellina pusilla;Paruline à calotte noire
Passeriformes;Parulidae;199549;Wilsonia pusilla;Paruline à calotte noire
Passeriformes;Parulidae;441947;Geothlypis aequinoctialis;Paruline équatoriale 
Passeriformes;Parulidae;627675;Geothlypis formosa;Paruline du Kentucky
Passeriformes;Parulidae;442157;Oporornis formosus;Paruline du Kentucky
Passeriformes;Parulidae;627769;Geothlypis philadelphia;Paruline triste
Passeriformes;Parulidae;442158;Oporornis philadelphia;Paruline triste
Passeriformes;Parulidae;199547;Geothlypis trichas;Paruline masquée
Passeriformes;Parulidae;459489;Helmitheros vermivorum;Paruline vermivore
Passeriformes;Parulidae;441977;Helmitheros vermivorus;Paruline vermivore
Passeriformes;Parulidae;813835;Motacilla vermivora;Paruline vermivore
Passeriformes;Parulidae;199535;Mniotilta varia;Paruline noire et blanche, Sylvette noire et blanche
Passeriformes;Parulidae;813812;Motacilla varia;Paruline noire et blanche, Sylvette noire et blanche
Passeriformes;Parulidae;441684;Basileuterus rivularis;Paruline des rives
Passeriformes;Parulidae;782519;Muscicapa rivularis;Paruline des rives
Passeriformes;Parulidae;627768;Myiothlypis rivularis;Paruline des rives
Passeriformes;Parulidae;459509;Phaeothlypis rivularis;Paruline des rives
Passeriformes;Parulidae;829004;Basileuterus mesoleucus;
Passeriformes;Parulidae;829003;Myiothlypis rivularis mesoleuca;
Passeriformes;Parulidae;442156;Oporornis agilis;Paruline à gorge grise
Passeriformes;Parulidae;813836;Sylvia agilis;Paruline à gorge grise
Passeriformes;Parulidae;627757;Oreothlypis celata;Sylvette verdâtre, Fauvette verdâtre
Passeriformes;Parulidae;442509;Vermivora celata;Sylvette verdâtre, Fauvette verdâtre
Passeriformes;Parulidae;813842;Leiothlypis peregrina;Paruline obscure, Sylvette obscure
Passeriformes;Parulidae;627678;Oreothlypis peregrina;Paruline obscure, Sylvette obscure
Passeriformes;Parulidae;813843;Sylvia peregrina;Paruline obscure, Sylvette obscure
Passeriformes;Parulidae;199537;Vermivora peregrina;Paruline obscure, Sylvette obscure
Passeriformes;Parulidae;627679;Oreothlypis ruficapilla;Paruline à joues grises
Passeriformes;Parulidae;442511;Vermivora ruficapilla;Paruline à joues grises
Passeriformes;Parulidae;626167;Parkesia motacilla;Paruline hochequeue
Passeriformes;Parulidae;442348;Seiurus motacilla;Paruline hochequeue
Passeriformes;Parulidae;813837;Turdus motacilla;Paruline hochequeue
Passeriformes;Parulidae;782628;Motacilla noveboracensis;Paruline des ruisseaux, Sylvette des ruisseaux
Passeriformes;Parulidae;626165;Parkesia noveboracensis;Paruline des ruisseaux, Sylvette des ruisseaux
Passeriformes;Parulidae;4639;Seiurus noveboracensis;Paruline des ruisseaux, Sylvette des ruisseaux
Passeriformes;Parulidae;813839;Motacilla citrea;Sylvette orangée, Paruline orangée
